"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"1993",87262,"R1617","Restaurant (Liquor)","Safekeeping","MASTER LIQUOR, LLC","HOOK & MASTER","1361 N 2ND ST, PHILADELPHIA PA 19122-4503","2200 BENJAMIN GRAY PARKWAY  STE 410, PHILADELPHIA PA 19130",NA,"MICHAEL  GRAY","Philadelphia County","Philadelphia City","Jun 9,2026","Oct 31,2026",-75.1387184,39.9723279
"1994",101552,"R54","Restaurant (Liquor)","Safekeeping","AMAZING CARY HOUSE LLC","AMAZING CARY HOUSE LLC","604-06 S 2ND ST, PHILADELPHIA PA 19147-2411","604-06 S 2ND ST, PHILADELPHIA PA 19147-2411","602 SOUTH 2ND STREET, L.P.","ZHIYANG YU","Philadelphia County","Philadelphia City","Dec 16,2025","Oct 31,2026",-75.1458586,39.941021
"1995",109160,"R5035","Restaurant (Liquor)","Safekeeping","1359 COOPERS BAR INC","1359 COOPERS BAR INC","4701 RISING SUN AVE, PHILADELPHIA PA 19120-4220","4701 RISING SUN AVE, PHILADELPHIA PA 19120-4220","CONAH E HOWARD JR","ZAKIYAH S HOWARD","Philadelphia County","Philadelphia City","Jun 11,2026","Oct 31,2026",-75.1253199,40.0219103
"1996",82992,"R5610","Restaurant (Liquor)","Safekeeping","WRAP SHACK 11TH STREET LLC","WRAP SHACK 11TH STREET LLC","108-114 S 11TH STREET, LAFAYETTE HILL PA 19444","27 PEAR TREE LANE, LAFAYETTE HILL PA 19444-2313","BJP 106-114 OWNER LLC","SCOTT HOCKFIELD","Philadelphia County","Philadelphia City","Apr 28,2026","Oct 31,2026",-75.1588963,39.9497629
"1997",105601,"R8077","Restaurant (Liquor)","Safekeeping","CROWN LANCASTER LLC","CROWN LANCASTER LLC","4022-24 LANCASTER AVE, PHILADELPHIA PA 19104-1712","1027 PROVIDENCE RD, SECANE PA 19018","CHUN COOPER","DAVID L JOSEPH","Philadelphia County","Philadelphia City","Sep 9,2026","Oct 31,2026",-75.203385,39.963432
"1998",64147,"R9079","Restaurant (Liquor)","Safekeeping","LA PRECIOSA INC","LA PRECIOSA INC","2111-13-15 GERMANTOWN AVE, PHILADELPHIA PA 19122-1423","2111-13-15 GERMANTOWN AVE, PHILADELPHIA PA 19122-1423","ROSA RODRIGUEZ","ROSA RODRIGUEZ","Philadelphia County","Philadelphia City","Aug 31,2026","Oct 31,2026",-75.1409136,39.9716438
"1999",14917,"R11390","Restaurant (Liquor)","Safekeeping","NEW THIRD WORLD, INC.","NEW THIRD WORLD, INC.","4901 CATHARINE ST, PHILADELPHIA PA 19143-2007","4901 CATHARINE ST, PHILADELPHIA PA 19143-2007","NOEL KARASANYI","MANROSS SCOFIELD","Philadelphia County","Philadelphia City","Sep 1,2026","Oct 31,2026",-75.221361,39.9484035
"2000",97212,"R11558","Restaurant (Liquor)","Safekeeping","UC HOSPITALITY GROUP LLC","UC HOSPITALITY GROUP LLC","1001 N 2ND ST UNIT A, PHILADELPHIA PA 19123-1612","1001 N 2ND ST UNIT A, PHILADELPHIA PA 19123-1612","PIAZZA PARTNERS I LP","BENJAMIN RAMOS JR","Philadelphia County","Philadelphia City","Sep 29,2025","Oct 31,2026",-75.1400364,39.9665708
"2001",130824,"R13720","Restaurant (Liquor)","Safekeeping","SQUARE EAST RESTAURANT LLC","SQUARE EAST RESTAURANT LLC","225 S 18TH ST, PHILADELPHIA PA 19103-6127","225 S 18TH ST, PHILADELPHIA PA 19103-6127","ADR PARC LP",NA,"Philadelphia County","Philadelphia City","Dec 22,2025","Oct 31,2026",-75.1706505,39.949295
"2002",14840,"R11271","Restaurant (Liquor)","Safekeeping","J. & A. CORP.","J. & A. CORP.","5450 DISCHER ST, PHILADELPHIA PA 19124-1105","5450 DISCHER ST, PHILADELPHIA PA 19124-1105",NA,"JAMES J DELLARATA","Philadelphia County","Philadelphia City","Nov 4,2025","Oct 31,2026",-75.0805581,40.0292529
"2003",104507,"R978","Restaurant (Liquor)","Safekeeping","5TH STREET BUSINESS LLC","5TH STREET BUSINESS LLC","4602-4604 N 5TH ST, PHILADELPHIA PA 19140-1409","4602-4604 N 5TH ST, PHILADELPHIA PA 19140-1409","5TH STREET REAL ESTATE LLC","RUSSELL MONTALVO","Philadelphia County","Philadelphia City","Mar 9,2026","Oct 31,2026",-75.134095,40.0212937
"2004",120681,"SO56017","Special Occasion Permit","Active","NATIONAL LIBERTY MUSEUM","NATIONAL LIBERTY MUSEUM","321 CHESTNUT ST, PHILADELPHIA PR 19106-2707","321 CHESTNUT ST, PHILADELPHIA PR 19106-2707",NA,NA,"Philadelphia County","Philadelphia City","Sep 9,2026","Dec 31,2026",-75.1468394,39.9490658
"2005",127721,"SO58795","Special Occasion Permit","Active","MT AIRY USA CDC","MT AIRY USA CDC","6703 GERMANTOWN AVE STE 200, PHILADELPHIA PA 19119-2109","6703 GERMANTOWN AVE STE 200, PHILADELPHIA PA 19119-2109",NA,NA,"Philadelphia County","Philadelphia City","May 29,2026","Dec 31,2026",-75.1851728,40.0520405
"2006",130972,"SO60874","Special Occasion Permit","Active","MEXICAN CULTURAL EXPRESSIONS NATIONAL SOCIETY INC","MEXICAN CULTURAL EXPRESSIONS NATIONAL SOCIETY INC","65 CRYSTAL ST FL 2, NORTH ARLINGTON NJ 07031-5611","65 CRYSTAL ST FL 2, NORTH ARLINGTON NJ 07031-5611",NA,NA,"Philadelphia County","Philadelphia City","Jun 23,2026","Dec 31,2026",-74.1328724,40.7922612
"2007",116274,"SO53137","Special Occasion Permit","Active","HOLY INNOCENTS CHURCH","HOLY INNOCENTS CHURCH","1337 E HUNTING PARK AVE, PHILADELPHIA PA 19124-4938","1337 E HUNTING PARK AVE, PHILADELPHIA PA 19124-4938",NA,NA,"Philadelphia County","Philadelphia City","Apr 15,2026","Dec 31,2026",-75.1010003,40.0110189
"2008",130695,"SO60683","Special Occasion Permit","Active","UKRAINIAN LEAGUE OF PHILA INC.","UKRAINIAN LEAGUE OF PHILA INC.","800 N 23RD ST, PHILADELPHIA PA 19130-1904","800 N 23RD ST, PHILADELPHIA PA 19130-1904",NA,NA,"Philadelphia County","Philadelphia City","Mar 18,2026","Dec 31,2026",-75.1750081,39.969921
"2009",129852,"SO60163","Special Occasion Permit","Active","THE CENTER FOR ART IN WOOD INC","THE CENTER FOR ART IN WOOD INC.","141 N 3RD ST, PHILADELPHIA PA 19106-1913","141 N 3RD ST, PHILADELPHIA PA 19106-1913",NA,NA,"Philadelphia County","Philadelphia City","Dec 11,2025","Dec 31,2026",-75.1447544,39.9533542
"2010",112014,"SO50576","Special Occasion Permit","Active","CHRIST CHURCH PRESERVATION TRUST","CHRIST CHURCH PRESERVATION TRUST","20 N AMERICAN ST, PHILADELPHIA PA 19106-4509","20 N AMERICAN ST, PHILADELPHIA PA 19106-4509",NA,NA,"Philadelphia County","Philadelphia City","Feb 10,2026","Dec 31,2026",-75.144277,39.9507932
"2011",130811,"SO60765","Special Occasion Permit","Active","PHILADELPHIA ZOO","PHILADELPHIA ZOO","3400 W GIRARD AVE, PHILADELPHIA PA 19104-1139","3400 W GIRARD AVE, PHILADELPHIA PA 19104-1139",NA,"PETER PATANE","Philadelphia County","Philadelphia City","Jan 28,2026","Dec 31,2026",-75.1957729,39.9720397
"2012",130331,"SO60439","Special Occasion Permit","Active","STRAY CAT RELIEF FUND","STRAY CAT RELIEF FUND","2510 S JUNIPER ST, PHILADELPHIA PA 19148","PO Box 54845, PHILADELPHIA PA 19148",NA,NA,"Philadelphia County","Philadelphia City","Aug 17,2026","Dec 31,2026",-75.1698315,39.9189613
"2013",133968,NA,"Direct Wine Shipper","Pending","LEOFIGS LLC","LEOFIGS","2201 FRANKFORD AVE, PHILADELPHIA PA 19125-2079","2201 FRANKFORD AVE, PHILADELPHIA PA 19125-2079",NA,NA,"Philadelphia County","Philadelphia City",NA,NA,-75.1292218,39.9795058
"2014",134544,"R7837","Restaurant (Liquor)","Pending","BENJIRO LLC","BENJIRO LLC","1720 SANSOM ST, PHILADELPHIA PA 19103","1720 SANSOM ST, PHILADELPHIA PA 19103",NA,NA,"Philadelphia County","Philadelphia City",NA,"Oct 31,2026",-75.1696549,39.9506686
"2015",133107,"R1105","Restaurant (Liquor)","Pending","RIVERVIEW III LLC","RIVERVIEW III LLC","1400 S COLUMBUS BLVD, PHILADELPHIA PA 19147-5526","1520 LOCUST ST STE 300, PHILADELPHIA PA 19102-4404",NA,NA,"Philadelphia County","Philadelphia City",NA,"Oct 31,2025",-75.1451609,39.9292767
"2016",134207,"R4821","Restaurant (Liquor)","Pending","57CENTS EQUITY MANAGEMENT LLC","57CENTS","8337 GERMANTOWN AVE, PHILADELPHIA PA 19118-3403","8337 GERMANTOWN AVE, PHILADELPHIA PA 19118-3403",NA,NA,"Philadelphia County","Philadelphia City",NA,"Oct 31,2026",-75.204532,40.075204
"2017",135234,"R12055","Restaurant (Liquor)","Pending","740 ADAMS INC","EUPHORIA","738-740 ADAMS AVE, PHILADELPHIA PA 19124-2318","738-740 ADAMS AVE, PHILADELPHIA PA 19124-2318",NA,NA,"Philadelphia County","Philadelphia City",NA,"Oct 31,2026",-75.1069444,40.0316667
"2018",134378,"R1367","Restaurant (Liquor)","Pending","2401 WALNUT RESTAURANT & BAR LLC","2401 WALNUT RESTAURANT & BAR LLC","2401 WALNUT ST, PHILADELPHIA PA 19103-4340","2401 WALNUT ST, PHILADELPHIA PA 19103-4340",NA,NA,"Philadelphia County","Philadelphia City",NA,"Oct 31,2026",-75.1798003,39.9515389
"2019",2,"A155","Distillery","Active","CHARLES JACQUIN ET CIE, INC.","CHARLES JACQUIN ET CIE, INC.","2633 TRENTON AVE, PHILADELPHIA PA 19125-1837","2633 TRENTON AVE, PHILADELPHIA PA 19125-1837","NORTON J COOPER","JAMES C LOGAN","Philadelphia County","Philadelphia City","Oct 1,2025","Dec 31,2026",-75.1211733,39.9840204
"2020",29452,"AE301","Alcohol Tax-Exempt","Active","ACADEMY OF NATURAL SCIENCES","ACADEMY OF NATURAL SCIENCES","1900 BENJAMIN FRANKLIN PKWY, PHILADELPHIA PA 19103-1195","1900 BENJAMIN FRANKLIN PKWY, PHILADELPHIA PA 19103-1195",NA,NA,"Philadelphia County","Philadelphia City","Jan 17,2025","Dec 31,2028",-75.1710708,39.9568919
"2021",85233,"AE33297","Alcohol Tax-Exempt","Active","ARIA HEALTH","ARIA JEFFERSON","10800 KNIGHTS RD, PHILADELPHIA PA 19114","10800 KNIGHTS RD, PHILADELPHIA PA 19114",NA,NA,"Philadelphia County","Philadelphia City","Sep 9,2024","Dec 31,2028",-74.9827707,40.0712987
"2022",89783,"AE35828","Alcohol Tax-Exempt","Active","TEMPLE UNIVERSITY COLLEGE OF ENGINEERING","TEMPLE UNIVERSITY COLLEGE OF ENGINEERING","1947  N 12TH ST DEPT OF BIOENGINEERING ROOM 825, PHILADELPHIA PA 19122","1947  N 12TH ST DEPT OF BIOENGINEERING ROOM 825, PHILADELPHIA PA 19122",NA,NA,"Philadelphia County","Philadelphia City","Sep 10,2024","Dec 31,2028",-75.1528277,39.9823533
"2023",131240,"AL61540","Limited Distillery","Active","HUGHES BROS DISTILLERS LLC","HUGHES BROS DISTILLERS LLC","300 E GODFREY AVE UNIT BB2, PHILADELPHIA PA 19120-1646","300 E GODFREY AVE UNIT BB2, PHILADELPHIA PA 19120-1646","JRE ELEVEN, LLC","CHARLTON C KEHYARI","Philadelphia County","Philadelphia City","Dec 18,2025","Dec 31,2026",-75.1096023,40.0422607
"2024",64097,"AN3010","Alcohol Non-Beverage","Active","INVISIBLE SENTINEL, INC.","INVISIBLE SENTINEL, INC.","3711 MARKET ST FL 8, PHILADELPHIA PA 19104-5504","3711 MARKET ST FL 8, PHILADELPHIA PA 19104-5504",NA,NA,"Philadelphia County","Philadelphia City","Dec 11,2024","Dec 31,2028",-75.197018,39.9569553
"2025",1719,"C3701","Club (Liquor)","Safekeeping","CAPT. ROBERT TRESVILLE POST NO 6700 VFW.","CAPT. ROBERT TRESVILLE POST NO 6700 VFW.","2033 N 33RD ST, PHILADELPHIA PA 19121-1739","2033 N 33RD ST, PHILADELPHIA PA 19121-1739","CAPT. ROBERT TRESVILLE POST NO 6700 VFW.","NELSON PARRISH JR","Philadelphia County","Philadelphia City","May 27,2026","Oct 31,2026",-75.1868562,39.9881078
"2026",1487,"C3044","Club (Liquor)","Active","SOCIETA DI MUTUO SOCCORSO MESSINA & PROVINCIA","SOCIETA DI MUTUO SOCCORSO MESSINA & PROVINCIA","1533 S 10TH ST, PHILADELPHIA PA 19147-6328","1533 S 10TH ST, PHILADELPHIA PA 19147-6328",NA,"WALTER E  CICHONSKI","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.1613326,39.9297489
"2027",1711,"C3676","Club (Liquor)","Active","FILIPPO PALIZZI SOCIETA DI MUTUO SOCCORSO DI VASTO","FILIPPO PALIZZI SOCIETA DI MUTUO SOCCORSO DI VASTO","1408 S 12TH ST, PHILADELPHIA PA 19147-4903","1408 S 12TH ST, PHILADELPHIA PA 19147-4903","JOSEPH BALDINO","JOSEPH BALDINO","Philadelphia County","Philadelphia City","Aug 25,2025","Oct 31,2026",-75.1644044,39.932159
"2028",1774,"C3848","Club (Liquor)","Active","QUAKER CITY YACHT CLUB","QUAKER CITY YACHT CLUB","7101 N DELAWARE AVE, PHILADELPHIA PA 19135-1518","7101 N DELAWARE AVE, PHILADELPHIA PA 19135-1518","ST VINCENTS CHURCH","JENNA L HEATH","Philadelphia County","Philadelphia City","Nov 5,2025","Oct 31,2026",-75.032349,40.02087
"2029",1325,"C2604","Club (Liquor)","Active","LOCAL UNION 690 OF THE UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING AND PIPEFITT",NA,"2791 SOUTHAMPTON RD, PHILADELPHIA PA 19154-1211","2791 SOUTHAMPTON RD, PHILADELPHIA PA 19154-1211","LOCAL UNION 690 OF THE UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING AND PIPEFITT","GEORGE  C PEGRAM","Philadelphia County","Philadelphia City","Oct 16,2025","Oct 31,2026",-74.9858785,40.1092177
"2030",3022,"CC762","Catering Club (Liquor)","Active","THE COLLEGE OF PHYSICIANS OF PHILADELPHIA","THE COLLEGE OF PHYSICIANS OF PHILADELPHIA","19 SOUTH 22ND ST, PHILADELPHIA PA 19103-3001","19 SOUTH 22ND ST, PHILADELPHIA PA 19103-3001","THE COLLEGE OF PHYSICIANS OF PHILADELPHIA","GINGER A METZGER","Philadelphia County","Philadelphia City","Jul 8,2025","Oct 31,2026",-75.1763806,39.9531743
"2031",3287,"CC2421","Catering Club (Liquor)","Active","CATHOLIC PHILOPATRIAN LITERARY INSTITUTE","CATHOLIC PHILOPATRIAN LITERARY INSTITUTE","1923 WALNUT ST, PHILADELPHIA PA 19103-4605","1923 WALNUT ST, PHILADELPHIA PA 19103-4605","CATHOLIC PHILOPATRIAN LITERARY INSTITUTE","JOHN R MCKELVEY","Philadelphia County","Philadelphia City","Sep 5,2025","Oct 31,2026",-75.17349,39.9506227
"2032",2932,"CC394","Catering Club (Liquor)","Active","THE GERMANTOWN CRICKET CLUB","THE GERMANTOWN CRICKET CLUB","411-421 MANHEIM ST, PHILADELPHIA PA 19144-4140","411-421 MANHEIM ST, PHILADELPHIA PA 19144-4140","THE GERMANTOWN CRICKET CLUB","ALICE HARPER","Philadelphia County","Philadelphia City","Jul 18,2025","Oct 31,2026",-75.1733728,40.0236619
"2033",54913,"CC501","Catering Club (Liquor)","Safekeeping","THE 3743 CIVIC ASSOCIATION","THE 3743 CIVIC ASSOCIATION","3743 FRANKFORD AVE, PHILADELPHIA PA 19124-5640","3743 FRANKFORD AVE, PHILADELPHIA PA 19124-5640","JOHN REDDEN","AMY OPSASNICK","Philadelphia County","Philadelphia City","Mar 26,2026","Oct 31,2026",-75.0971874,40.0008983
"2034",27773,"CC3214","Catering Club (Liquor)","Active","PHILADELPHIA ELKS CENTER OF IBPOE OF W, INC.","PHILADELPHIA ELKS CENTER OF IBPOE OF W, INC.","4930-32 N BROAD ST, PHILADELPHIA PA 19141","4930-32 N BROAD ST, PHILADELPHIA PA 19141","PHILADELPHIA ELKS CENTER OF IBPOE OF W, INC.","YOLANDA FEASTER","Philadelphia County","Philadelphia City","Oct 30,2025","Oct 31,2026",-75.1473413,40.028546
"2035",114891,"D3154","Distributor (Malt)","Active","PBW LLC","PBW LLC","2375 WELSH RD, PHILADELPHIA PA 19114","2200 MICHENER ST STE 3, PHILADELPHIA PA 19115","WELSH HOLDINGS LLC","DIPAKBHAI (AKA DIPAK) V PATEL","Philadelphia County","Philadelphia City","Sep 9,2025","Oct 31,2026",-75.0326844,40.0725432
"2036",89607,"D73","Distributor (Malt)","Active","WELSH ROAD BEVERAGE INC","WELSH ROAD BEVERAGE INC","2425-27 WELSH ROAD, PHILADELPHIA PA 19114","2765 SUNFLOWER WAY, HUNTINGDON VALLEY PA 19006",NA,"ANANDA OEUN","Philadelphia County","Philadelphia City","Apr 27,2026","Oct 31,2026",-75.0316804,40.0710009
"2037",87000,"D3025","Distributor (Malt)","Active","MMC BEVERAGE INC","MMC BEVERAGE INC","7015 ROOSEVELT BLVD UNIT A, PHILADELPHIA PA 19149","7015 ROOSEVELT BLVD UNIT A, PHILADELPHIA PA 19149","7015 ROOSEVELT LLC","YANG LIN","Philadelphia County","Philadelphia City","Aug 20,2025","Oct 31,2026",-75.057282,40.040898
"2038",132838,"D2326","Distributor (Malt)","Active","OGONTZ BEER LLC","FINE BEVERAGE","7159 OGONTZ AVE, PHILADELPHIA PA 19138","1106 ORIOLE DR, BENSALEM PA 19020","OGONTZ PLAZA PARTNERS LP","TAKSHIL D PATEL","Philadelphia County","Philadelphia City","May 6,2026","Oct 31,2026",-75.152242,40.0635634
"2039",96817,"D935","Distributor (Malt)","Active","D CHEN LLC","NORTHEAST BEER DISTRIBUTOR","7324 CASTOR AVE, PHILADELPHIA PA 19152-4205","7324 CASTOR AVE, PHILADELPHIA PA 19152-4205","QIN L CHEN","QIN L CHEN","Philadelphia County","Philadelphia City","Aug 14,2025","Oct 31,2026",-75.0649523,40.0529137
"2040",99283,"D2305","Distributor (Malt)","Active","TENG DA DR INC","TENG DA DR INC","8900 KREWSTOWN RD, PHILADELPHIA PA 19115-4517","8900 KREWSTOWN RD, PHILADELPHIA PA 19115-4517","AMBA KRUPA LLC","DAN LIN","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",-75.0498411,40.0830287
"2041",72348,"D864","Distributor (Malt)","Active","GOBEER1, LLC","GOBEER1, LLC","900 W JEFFERSON ST STE 103, PHILADELPHIA PA 19122","900 W JEFFERSON ST STE 103, PHILADELPHIA PA 19122","JEFFERSON HOLDCO LP","THERESA N PACE SMITH","Philadelphia County","Philadelphia City","Dec 12,2025","Oct 31,2026",-75.1507854,39.9737357
"2042",54025,"D1911","Distributor (Malt)","Active","SHREE KHODIYAR BEVERAGES, INC.","FROSTEE'S","HOLMESBURG SHP CTR 8425A FRANKFORD AVE, PHILADELPHIA PA 19136-1314","HOLMESBURG SHP CTR 8425A FRANKFORD AVE, PHILADELPHIA PA 19136-1314","NORTH CITY DEVELOPMENT CO","NISHYANDINIBEN S PATEL","Philadelphia County","Philadelphia City","Aug 21,2025","Oct 31,2026",-75.0182251,40.0435226
"2043",47975,"D2899","Distributor (Malt)","Active","2661 LCE, INC.","2661 LCE, INC.","2661 S 69TH ST BSMT & GARAGE IN REAR, PHILADELPHIA PA 19142-2111","2661 S 69TH ST BSMT & GARAGE IN REAR, PHILADELPHIA PA 19142-2111","LEAR EO","LEAR EO","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",NA,NA
"2044",67263,"D2491","Distributor (Malt)","Active","CASTOR BEER INC","CASTOR BEER INC","7614 CASTOR AVE, PHILADELPHIA PA 19152-4025","7614 CASTOR AVE, PHILADELPHIA PA 19152-4025",NA,"HARIT Y MEHTA","Philadelphia County","Philadelphia City","Aug 7,2025","Oct 31,2026",-75.0614569,40.0566042
"2045",66608,"D3917","Distributor (Malt)","Active","L&R HARBISON BEVERAGE INC","L&R HARBISON BEVERAGE INC","5745 HARBISON AVE, PHILADELPHIA PA 19135-4007","5745 HARBISON AVE, PHILADELPHIA PA 19135-4007",NA,"YAN REN","Philadelphia County","Philadelphia City","Aug 12,2025","Oct 31,2026",-75.0638981,40.0178685
"2046",131163,"DWS61430","Direct Wine Shipper","Active","PHILLY WINERY, LLC","PRAY TELL","1615 N HANCOCK ST, PHILADELPHIA PA 19122-3109","1615 N HANCOCK ST, PHILADELPHIA PA 19122-3109",NA,NA,"Philadelphia County","Philadelphia City","Nov 14,2025","Dec 31,2026",-75.1368073,39.9748633
"2047",51562,"E3695","Eating Place Retail Dispenser (Malt)","Active","CAMPO'S DELI @ MARKET, INC.","CAMPO'S DELI @ MARKET, INC.","214 MARKET ST, PHILADELPHIA PA 19106-2805","214 MARKET ST, PHILADELPHIA PA 19106-2805",NA,"DENISE CAMPO","Philadelphia County","Philadelphia City","Jul 3,2025","Oct 31,2026",-75.1443022,39.9497374
"2048",125716,"E2789","Eating Place Retail Dispenser (Malt)","Active","ADELITA TAQUERIA AND RESTAURANT NUMBER 2 INC","ADELITA TAQUERIA AND RESTAURANT NUMBER 2 INC","1108-10 S 9TH ST, PHILADELPHIA PA 19147","1108-10 S 9TH ST, PHILADELPHIA PA 19147","BROTHER OF YANG LLC","TANIA CASTELLANOS SANTIAGO","Philadelphia County","Philadelphia City","Oct 14,2025","Oct 31,2026",-75.1586637,39.9359826
"2049",46991,"E3002","Eating Place Retail Dispenser (Malt)","Active","HECKER'S DELI, INC.","HECKER'S DELI, INC.","2620-22 E VENANGO ST, PHILADELPHIA PA 19134-5527","2620-22 E VENANGO ST, PHILADELPHIA PA 19134-5527",NA,"AUGUST BAUMAN","Philadelphia County","Philadelphia City","Sep 2,2025","Oct 31,2026",-75.0941435,39.9898812
"2050",71111,"E953","Eating Place Retail Dispenser (Malt)","Active","ANGKOR FOOD CO INC","ANGKOR FOOD CO INC","1234-1236 W GIRARD AVE, PHILADELPHIA PA 19123","155 GAITHER DR STE B, MT LAUREL NJ 08054-1701",NA,"SOPHANY NGOR","Philadelphia County","Philadelphia City","Jul 17,2025","Oct 31,2026",-75.1568829,39.97083
"2051",67095,"E4125","Eating Place Retail Dispenser (Malt)","Active","ACADEMY DELI INC","ACADEMY DELI INC","3218-20 RED LION RD, PHILADELPHIA PA 19114-1109","3218-20 RED LION RD, PHILADELPHIA PA 19114-1109",NA,"CHIMANBHAI PATEL","Philadelphia County","Philadelphia City","Jul 16,2025","Oct 31,2026",-74.9943028,40.0802996
"2052",71371,"E1160","Eating Place Retail Dispenser (Malt)","Active","FRONT 2333 INC","FRONT 2333 INC","2333N FRONT ST, PHILADELPHIA PA 19133-3717","2333N FRONT ST, PHILADELPHIA PA 19133-3717",NA,"UYHEANG LIM","Philadelphia County","Philadelphia City","Jul 25,2025","Oct 31,2026",-75.1318172,39.9856269
"2053",104304,"E2598","Eating Place Retail Dispenser (Malt)","Active","TORRESDALE PIZZA & BEER LLC","TORRESDALE PIZZA & BEER","6301 TORRESDALE AVE, PHILADELPHIA PA 19135-3303","6301 TORRESDALE AVE, PHILADELPHIA PA 19135-3303","JPR PROPERTY LLC","JAGTAR WALIA","Philadelphia County","Philadelphia City","Jun 10,2026","Oct 31,2026",-75.053453,40.0204326
"2054",72864,"E141","Eating Place Retail Dispenser (Malt)","Active","7 BROTHERS MINIMARKET INC","7 BROTHERS MINIMARKET INC","800-02 W ALLEGHENY AVE, PHILADELPHIA PA 19133-2019","822 W LEHIGH AVE, PHILADELPHIA PA 19133-1928",NA,"RICHARD A SUERO-VARGAS","Philadelphia County","Philadelphia City","Jul 9,2025","Oct 31,2026",-75.1435938,40.0001756
"2055",112079,"GS51139","Brewery Storage","Active","HUMBLE PARLOR BREWING COMPANY","HUMBLE PARLOR BREWING","530 E GIRARD AVE, PHILADELPHIA PA 19125-3377","416 MONASTERY AVE, PHILADELPHIA PA 19128-3433","COLLEN DUFF and JOSEPH DUFF III and STEPHANIE SANTINI","MARIA CALDARISE","Philadelphia County","Philadelphia City","Nov 12,2025","Dec 31,2026",-75.127433,39.9709729
"2056",131518,"GS61481","Brewery Storage","Active","FOREST AND MAIN BREWING COMPANY","FOREST AND MAIN BREWING COMPANY","1416 FRANKFORD AVE, PHILADELPHIA PA 19125-4478","241 N MAIN ST, AMBLER PA 19002-5728","1412-1422 Frankford Owner LLC","GERARD T OLSON III","Philadelphia County","Philadelphia City","Nov 19,2025","Dec 31,2026",-75.1346081,39.9722527
"2057",80658,"H31216","Hotel (Liquor)","Active","AKA RS LIQUOR LLC","AKA RS LIQUOR LLC","135 S 18TH ST, PHILADELPHIA PA 19103","200 W GERMANTOWN PIKE STE 250, PLYMOUTH MEETING PA 19462","135 S 18TH STREET ASSOCIATES LP","EVAN O'DONNELL","Philadelphia County","Philadelphia City","Aug 19,2025","Oct 31,2026",-75.1704529,39.9503603
"2058",55632,"H5803","Hotel (Liquor)","Active","THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA","THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA","3600 SANSOM ST, PHILADELPHIA PA 19104-3212","3600 SANSOM ST, PHILADELPHIA PA 19104-3212",NA,"JAMES J SALVO","Philadelphia County","Philadelphia City","Jul 9,2025","Oct 31,2026",-75.1957422,39.9539949
"2059",92631,"H40958","Hotel (Liquor)","Active","ASHFORD TRS PHILLY LLC","ASHFORD TRS PHILLY LLC","9000 BARTRAM AVE, PHILADELPHIA PA 19153-3114","14185 DALLAS PKY STE 1100, DALLAS  TX 75254-4308","ASHFORD PHILLY LP","BILLY W GUNN JR","Philadelphia County","Philadelphia City","Oct 17,2025","Oct 31,2026",-75.249747,39.884096
"2060",130158,"H61426","Hotel (Liquor)","Active","SOCIETY HILL HOTEL XLI OWNER LLC","MARRIOTT OLD CITY","ONE DOCK ST, PHILADELPHIA PA 19106-3939","ONE DOCK ST, PHILADELPHIA PA 19106-3939","SOCIETY HILL HOTEL XLI OWNER LLC","BRIAN R NOCELLA","Philadelphia County","Philadelphia City","Feb 4,2026","Oct 31,2026",-75.1441835,39.9463184
"2061",44268,"H5806","Hotel (Liquor)","Active","MARRIOTT HOTEL SERVICES LLC","PHILADELPHIA MARRIOTT","1201 MARKET ST & 1113-31 MARKET ST, PHILADELPHIA PA 19107-2817","1201 MARKET ST & 1113-31 MARKET ST, PHILADELPHIA PA 19107-2817","PHILADELPHIA MARKET STREET HOTEL LP","DEMETRIOS ALEXIOU","Philadelphia County","Philadelphia City","Jul 21,2025","Oct 31,2026",-75.1605815,39.9524425
"2062",4399,"ID1178","Importing Distributor (Malt)","Active","BELLA VISTA BEER DISTRIBUTORS, INC.","BELLA VISTA BEER DISTRIBUTORS, INC.","755-69 S 11TH ST , PHILADELPHIA PA 19147-2613","755-69 S 11TH ST , PHILADELPHIA PA 19147-2613",NA,"JEREMY D BLESSING","Philadelphia County","Philadelphia City","Jun 17,2026","Oct 31,2026",-75.160423,39.940499
"2063",54977,"PV75","Public Venue Restaurant","Active","ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC","LINCOLN FINANCIAL FIELD","1020 PATTISON AVE, PHILADELPHIA PA 19148-5307","1020 PATTISON AVE, PHILADELPHIA PA 19148-5307",NA,"RICHARD BROWN","Philadelphia County","Philadelphia City","Jun 15,2026","Oct 31,2026",-75.1683662,39.9015323
